area;upm;c01;c02;c03;c04a;c05a;c05b;c06a;c06b;c07;c08a;c09;c10;c11;c12;c13;c14;c15a;c16a;c17a;c18;c19;c20a;c21a;estrato;fexp;periodo
1;120550005302;2;2;1;2;2;2;3;1;2;1;2;3;3;2;2;2;2;2;2;3;2;3;2;1212;1376,97079134441;202104
1;120550005302;3;1;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;1;2;1212;2271,96011477785;202104
1;120550005302;3;3;3;3;2;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1212;1616,73033473479;202104
1;120550022403;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;2;2;2;3;2;3;2;1213;1252,95629017632;202104
1;120550022403;3;2;2;3;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;2;2;2;1213;1252,95629017632;202104
1;120550022403;2;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;2;2;2;3;3;3;3;1213;1348,85712023204;202104
1;120550022403;3;3;2;2;2;1;3;1;1;2;2;2;2;2;3;3;2;2;2;3;2;3;2;1213;1670,76907286556;202104
1;120550022403;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1213;1693,14640216067;202104
1;120550022403;3;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;1;3;3;1213;1576,35487605865;202104
1;120550026601;2;2;3;3;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;2;1212;1482,36364733448;202104
1;120550026601;3;2;2;2;4;2;4;3;2;2;2;3;3;3;3;3;2;2;2;3;3;3;3;1212;1717,96697955812;202104
1;120550026601;3;3;1;2;3;2;3;2;3;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1212;2271,96011477785;202104
1;120550026601;2;3;3;3;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;3;1;2;1;1212;1482,36364733448;202104
1;120550026601;3;2;3;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;2;3;2;1212;1376,97079134441;202104
1;120550026601;3;1;1;2;3;2;3;2;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1212;1898,23705170948;202104
1;120550026601;2;2;2;2;3;2;3;2;3;2;3;3;3;3;3;3;2;2;2;3;1;2;2;1212;2013,31712541216;202104
1;120550026601;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1212;1717,96697955812;202104
1;120553000101;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1211;1103,65832567011;202104
1;120553000101;3;2;1;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1211;1482,36364733448;202104
1;120553000101;3;3;3;3;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1211;1103,65832567011;202104
1;120553000101;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;1;1211;1482,36364733448;202104
1;120553000101;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1211;1636,48878005221;202104
1;120553000101;3;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;3;3;3;1211;2120,29108945663;202104
1;120553000101;2;2;2;2;3;1;3;2;2;2;3;3;3;2;2;2;2;2;2;2;3;3;3;1211;1538,04757772499;202104
2;120650900201;3;2;3;2;3;2;2;2;1;2;3;2;2;2;3;2;2;2;2;3;2;3;2;1221;1580,08755654234;202104
2;120650900201;2;2;2;2;3;2;3;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;2;1221;1144,38514984952;202104
2;120650900201;3;3;3;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1221;1661,39706031322;202104
2;120650900201;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1221;788,262723270495;202104
2;120650900201;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1221;1144,38514984952;202104
2;120650900201;2;2;2;2;3;2;3;2;2;2;2;2;2;3;2;3;2;2;2;3;2;3;3;1221;3220,88329672949;202104
2;120650900201;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;1221;1144,38514984952;202104
2;120850903102;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;1221;1675,68126694219;202104
2;120850903102;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1221;1675,68126694219;202104
2;120850903102;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;1221;2009,41289224256;202104
2;120850903102;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1221;1154,22423909196;202104
2;120850903102;2;2;2;2;3;2;3;2;2;3;2;2;2;3;3;2;2;2;2;3;2;3;3;1221;3248,57551049179;202104
2;120850903102;2;2;2;2;3;2;3;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;2;1221;2934,78184412549;202104
2;120850903102;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1221;1243,57056893624;202104
2;120950901503;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1221;1390,72352942524;202104
2;120950901503;2;2;2;2;3;2;3;2;2;2;2;2;2;3;3;2;2;2;2;3;2;3;2;1221;1154,22423909196;202104
2;120950901503;2;2;2;2;3;2;3;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;2;1221;2623,60797189839;202104
2;120950901503;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1221;795,039975912907;202104
2;120950901503;2;2;2;2;3;2;3;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;3;1221;1567,23829473183;202104
2;120950901503;2;2;2;2;3;2;3;2;2;2;3;3;2;2;3;2;2;2;2;3;2;3;2;1221;2300,86978416999;202104
2;120950901503;2;2;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1221;1019,34950340208;202104
2;120950902701;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1222;1060,41256332295;202104
2;120950902701;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;3;2;3;2;1222;1359,5932941402;202104
2;120950902701;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;3;2;3;2;1222;1557,99959773043;202104
2;120950902701;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;3;2;1222;2308,92728049605;202104
2;120950902701;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;3;2;1222;1060,41256332295;202104
2;120950902701;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1222;2522,35943776169;202104
2;120950902701;2;2;2;3;3;2;3;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;1222;827,067042254181;202104
1;121050000903;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;3;2;1213;1636,48878005221;202104
1;121050000903;3;2;2;2;2;2;3;2;2;2;2;3;2;3;2;3;2;2;2;3;2;3;3;1213;1482,36364733448;202104
1;121050000903;3;2;1;2;2;1;2;1;1;1;2;2;3;2;2;2;2;2;2;3;2;3;3;1213;2032,91562098372;202104
1;121050000903;2;2;2;2;3;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;1213;2274,34169670202;202104
1;121050000903;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2;2;2;3;2;3;3;1213;2032,91562098372;202104
1;121050000903;2;2;3;2;2;2;3;1;1;1;2;2;2;2;3;3;2;2;2;3;2;3;3;1213;1376,97079134441;202104
1;121050000903;3;2;1;1;2;1;3;1;2;2;2;3;3;3;3;3;2;2;2;3;2;3;2;1213;2120,29108945663;202104
1;121051001001;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1213;1052,61517700877;202104
1;121051001001;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1213;1722,33494364285;202104
1;121051001001;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1213;1313,28720089785;202104
1;121051001001;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1213;1530,51795050876;202104
1;121051001001;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1213;1530,51795050876;202104
1;121051001001;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;1213;2049,07808462115;202104
1;121051001001;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1213;2166,8841187074;202104
2;121150900302;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;1;3;1;1222;1431,18623310776;202104
2;121150900302;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1222;795,039975912907;202104
2;121150900302;2;2;3;3;2;3;2;3;2;2;2;3;2;3;3;2;2;2;2;3;3;3;3;1222;1531,46677139484;202104
2;121150900302;3;3;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1222;1154,22423909196;202104
2;121150900302;2;2;2;2;3;2;3;2;2;2;3;3;2;3;3;3;2;2;2;3;3;3;3;1222;1920,21448698844;202104
2;121150900302;2;2;2;2;3;2;2;2;2;2;2;3;3;3;3;3;2;2;2;3;2;3;2;1222;3018,93419696701;202104
2;121150900302;2;2;2;2;3;2;3;2;2;2;3;2;3;2;3;3;2;2;2;2;3;3;3;1222;2845,72320806108;202104
1;121250000601;1;3;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;1;2;1211;2013,31712541216;202104
1;121250000601;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;3;2;3;2;1211;1717,96697955812;202104
1;121250000601;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1211;2120,29108945663;202104
1;121250000601;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1211;1935,03062937318;202104
1;121250000601;2;2;2;2;3;2;3;2;2;3;3;3;2;3;3;3;2;2;2;3;3;3;3;1211;1636,48878005221;202104
1;121250000601;1;1;1;1;2;1;3;1;1;1;2;3;2;3;2;2;2;2;2;3;3;3;3;1211;1376,97079134441;202104
1;121250000601;2;2;2;2;3;2;3;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;1211;2271,96011477785;202104
2;121250904501;2;2;2;1;2;2;3;1;2;1;2;3;3;3;3;3;2;2;2;3;3;3;2;1221;1154,22423909196;202104
2;121250904501;3;2;1;1;3;1;3;1;2;3;3;3;3;3;2;2;2;2;2;3;2;2;2;1221;1609,74686050392;202104
2;121250904501;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;3;2;1221;1734,10205528946;202104
2;121250904501;2;2;2;2;2;1;2;1;2;2;2;2;2;3;3;3;2;2;2;3;2;3;2;1221;1675,68126694219;202104
2;121250904501;3;2;1;1;2;2;2;1;1;1;3;2;2;3;3;3;2;2;2;3;1;3;2;1221;1431,18623310776;202104
2;121250904501;2;2;1;2;2;1;3;1;1;1;2;2;3;3;2;2;2;2;2;3;2;3;3;1221;2300,86978416999;202104
2;121250904501;3;2;3;2;2;2;2;2;2;1;3;3;3;3;3;3;2;2;2;3;2;3;2;1221;1675,68126694219;202104
2;121350901103;3;3;3;3;3;2;2;3;2;3;3;2;2;3;2;3;2;2;2;3;3;3;3;1223;372,6219523225;202104
2;121350901103;3;2;3;2;3;3;3;2;3;2;2;2;3;3;3;3;2;2;2;3;2;3;3;1223;134,632321334799;202104
2;121350901103;3;3;2;2;4;2;4;3;2;3;3;2;3;3;3;3;2;2;2;3;3;3;3;1223;283,760396483983;202104
2;121350901103;3;2;3;3;4;2;4;3;3;2;3;3;3;2;3;3;2;2;2;3;3;3;3;1223;283,760396483983;202104
2;121350901103;3;2;2;1;2;1;3;1;2;2;2;3;3;3;3;3;2;2;2;3;2;3;1;1223;283,760396483983;202104
2;121350901103;3;2;3;3;4;2;4;2;3;3;3;2;3;3;3;2;2;2;2;3;3;3;3;1223;456,565111458142;202104
2;121350901103;3;3;3;3;2;2;3;3;3;3;2;3;3;3;3;3;2;2;2;3;3;3;3;1223;382,735564824266;202104
1;130150000803;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1312;1836,13764538722;202104
1;130150000803;3;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;1312;1935,03062937318;202104
1;130150000803;2;2;2;2;2;1;3;1;1;2;2;3;3;3;2;2;2;2;2;3;2;3;2;1312;2032,91562098372;202104
1;130150000803;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;2;1312;2271,96011477785;202104
1;130150000803;3;2;2;2;2;2;3;2;3;2;2;2;2;3;3;3;2;2;2;3;3;3;2;1312;2442,83319006956;202104
1;130150000803;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;3;1312;1376,97079134441;202104
1;130150000803;3;2;2;2;2;2;2;1;1;2;2;2;3;3;2;2;2;2;2;3;2;3;3;1312;1836,13764538722;202104
1;130150010903;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;3;2;3;1;1313;1717,96697955812;202104
1;130150010903;2;2;1;2;3;1;2;1;2;2;2;2;3;3;2;2;2;2;2;3;2;3;2;1313;1966,47075059295;202104
1;130150010903;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;1;3;2;1313;1279,07113994938;202104
1;130150010903;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1313;2271,96011477785;202104
1;130150010903;3;2;2;2;2;2;2;1;1;2;3;2;2;2;2;2;2;2;2;3;2;3;2;1313;1497,87991857942;202104
1;130150010903;3;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;1313;1729,4866093359;202104
1;130150010903;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;1313;1376,97079134441;202104
1;130150017103;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;2;3;2;1312;1717,96697955812;202104
1;130150017103;3;2;2;2;3;1;2;2;1;1;2;3;3;3;3;3;2;2;2;3;2;3;2;1312;1898,23705170948;202104
1;130150017103;3;2;1;2;3;1;2;1;1;1;2;3;3;3;3;3;2;2;2;3;2;3;1;1312;1727,56132084131;202104
1;130150017103;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;1;3;2;1312;1737,20924370421;202104
1;130150017103;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1312;1889,52758917615;202104
1;130150017103;3;2;2;2;3;1;2;1;1;1;2;3;3;2;2;2;2;2;2;3;2;3;2;1312;1851,46939558622;202104
1;130150017103;2;3;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1312;1376,97079134441;202104
1;130150033802;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1313;1103,65832567011;202104
1;130150033802;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1313;1103,65832567011;202104
1;130150033802;3;3;2;2;4;2;4;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;1313;1717,96697955812;202104
1;130150033802;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1313;1616,73033473479;202104
1;130150033802;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1313;1279,07113994938;202104
1;130150033802;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1313;1717,96697955812;202104
2;130156000205;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1323;387,657186697674;202104
2;130156000205;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1323;535,250127097291;202104
2;130156000205;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;1323;562,793488253061;202104
2;130156000205;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;1323;682,46850707005;202104
2;130156000205;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1323;602,719913694331;202104
2;130156000205;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1323;544,278117481119;202104
2;130156000205;2;1;2;2;2;2;2;2;1;1;2;2;3;2;2;2;2;2;2;3;1;3;3;1323;772,768996941812;202104
1;130350006703;3;3;2;2;2;2;2;2;2;1;2;2;3;2;2;2;2;2;2;3;3;3;3;1312;2034,02206957474;202104
1;130350006703;3;3;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;1312;2493,80600550973;202104
1;130350006703;3;2;2;2;4;2;4;1;1;1;2;2;2;3;2;2;2;2;2;3;3;3;3;1312;1317,36679062993;202104
1;130350006703;3;3;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1312;1482,36364733448;202104
1;130350006703;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1312;1717,96697955812;202104
1;130350006703;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1312;1482,36364733448;202104
1;130350006703;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1312;2271,96011477785;202104
2;130400904201;2;2;2;2;2;2;3;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;2;1323;912,970896738576;202104
2;130400904201;3;3;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1323;912,970896738576;202104
2;130400904201;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;1;1323;457,989037820028;202104
2;130400904201;3;2;2;2;2;2;2;1;1;1;2;2;2;3;3;3;2;2;2;3;2;3;2;1323;425,084077972727;202104
2;130400904201;2;1;1;1;2;1;2;1;1;3;2;2;3;3;2;2;2;2;2;3;2;2;1;1323;518,587635473415;202104
2;130400904201;2;2;2;2;3;2;3;2;2;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1323;797,322605029789;202104
2;130400904201;2;2;2;2;3;1;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1323;853,189506325519;202104
1;130450004001;3;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;3;2;3;1;1311;1717,96697955812;202104
1;130450004001;3;2;2;2;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;3;2;3;2;1311;2013,31712541216;202104
1;130450004001;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;3;2;1311;1482,36364733448;202104
1;130450004001;3;2;2;1;2;1;3;1;1;2;3;3;3;3;3;3;2;2;2;3;2;3;2;1311;1572,4570011293;202104
1;130450004001;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;3;2;3;2;1311;1103,65832567011;202104
1;130450004001;2;2;1;2;2;2;3;1;2;2;2;3;2;3;2;3;2;2;2;3;2;3;3;1311;2013,31712541216;202104
1;130450004001;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;2;3;2;1311;2734,44768749329;202104
2;130450906201;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;1;1322;1154,22423909196;202104
2;130450906201;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1322;2102,21341505028;202104
2;130450906201;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1322;2651,29883691845;202104
2;130450906201;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1322;1154,22423909196;202104
2;130450906201;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1322;795,039975912907;202104
2;130450906201;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;1322;2009,41289224256;202104
2;130450906201;3;3;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1322;2300,86978416999;202104
2;130452900303;3;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;1322;2200,43259346617;202104
2;130452900303;3;2;2;2;4;2;4;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;1322;2125,52826364543;202104
2;130452900303;2;2;2;2;2;1;2;1;1;2;2;3;2;3;3;3;2;2;2;3;2;3;2;1322;2275,28738556261;202104
2;130452900303;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;1322;1675,68126694219;202104
2;130452900303;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1322;1154,22423909196;202104
2;130452900303;2;2;2;2;4;2;4;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;1322;1675,68126694219;202104
2;130452900303;2;2;2;2;2;2;3;1;1;2;3;2;2;2;2;2;2;2;2;3;1;3;1;1322;1019,34950340208;202104
2;130657000203;3;3;2;2;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;1323;364,222124365105;202104
2;130657000203;3;2;1;1;3;3;3;3;1;1;3;2;3;2;3;3;2;2;2;3;2;3;2;1323;598,734966532628;202104
2;130657000203;3;2;1;1;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;1323;559,656748222633;202104
2;130657000203;3;2;3;3;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;2;3;3;3;1323;623,870583005377;202104
2;130657000203;3;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;1323;1160,74326778287;202104
2;130657000203;3;2;3;3;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;2;2;2;1323;598,734966532628;202104
2;130657900301;3;3;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1321;2497,59119099227;202104
2;130657900301;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;2;1321;2200,43259346617;202104
2;130657900301;3;3;2;3;2;1;3;1;3;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1321;1746,02838880872;202104
2;130657900301;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1321;1154,22423909196;202104
2;130657900301;3;3;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1321;1306,94486009077;202104
2;130657900301;3;3;1;2;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;1321;1154,22423909196;202104
2;130657900301;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1321;1675,68126694219;202104
1;130850005604;2;2;1;2;3;1;3;2;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1313;2442,83319006956;202104
1;130850005604;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;1313;2120,29108945663;202104
1;130850005604;1;1;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;1;1313;2811,22865494805;202104
1;130850005604;2;2;2;2;3;2;3;2;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1313;2013,31712541216;202104
1;130850005604;3;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1313;1376,97079134441;202104
1;130850005604;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1313;1103,65832567011;202104
1;130850005604;3;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1313;1376,97079134441;202104
1;130850008101;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;1;1312;1737,20924370421;202104
1;130850008101;3;2;3;2;3;3;3;3;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1312;1805,85397366748;202104
1;130850008101;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1312;1376,97079134441;202104
1;130850008101;3;3;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1312;1279,07113994938;202104
1;130850008101;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;1;3;1;1312;1376,97079134441;202104
1;130850008101;2;2;2;2;3;2;3;2;2;2;2;3;3;3;3;3;2;2;2;2;2;3;3;1312;1836,13764538722;202104
1;130850008101;3;2;1;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1312;1717,96697955812;202104
1;130850008101;2;2;1;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1312;1376,97079134441;202104
1;130850008101;3;2;1;2;3;2;3;2;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1312;1538,04757772499;202104
1;130850009505;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1312;2493,80600550973;202104
1;130850009505;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;1312;1482,36364733448;202104
1;130850009505;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1312;1717,96697955812;202104
1;130850009505;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1312;2148,44146031294;202104
1;130850009505;2;2;2;2;2;2;2;2;1;2;2;2;2;3;2;2;2;2;2;3;2;3;2;1312;1376,97079134441;202104
1;130850009505;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1312;1482,36364733448;202104
1;130850014702;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1312;1103,65832567011;202104
1;130850014702;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;2;2;1312;1376,97079134441;202104
1;130850014702;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1312;1376,97079134441;202104
1;130850014702;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1312;2434,47835479241;202104
1;130850014702;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;2;1312;1279,07113994938;202104
1;130850014702;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;1;3;2;1312;1836,13764538722;202104
1;130850014702;2;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;2;1312;1376,97079134441;202104
1;130850014702;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1312;1376,97079134441;202104
1;130850017102;3;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1312;1800,71710008619;202104
